delta0,delta1,delta2,delta3,delta4
0014,0018,0031,0034,0038
0014,0018,0031,0034,0038
0021,0023,0044,0044,0049
0030,0031,0058,0088,0072
0030,0031,0063,0092,0072
0038,0044,0085,0119,0105
0054,0059,0094,0129,0119
0054,0059,0094,0129,0119
0054,0059,0078,0109,0108
0054,0059,0078,0096,0095
0054,0039,0078,0096,0095
0027,0018,0046,0041,0043
0027,0018,0034,0041,0038
0027,0018,0034,0041,0038
0027,0018,0029,0024,0026
0027,0018,0029,0020,0022
0012,0016,0029,0020,0022
0006,0009,0026,0018,0015
0006,0009,0026,0015,0015
0006,0009,0026,0015,0015
0007,0011,0020,0012,0013
0007,0011,0020,0012,0013
0007,0011,0020,0012,0013
0005,0011,0015,0012,0013
0005,0011,0015,0012,0013
0005,0011,0015,0012,0013
0007,0004,0023,0012,0007
0008,0004,0025,0012,0007
0008,0004,0025,0012,0007
0006,0009,0016,0008,0011
