delta0,delta1,delta2,delta3,delta4
0028,0023,0034,0050,0046
0036,0029,0046,0072,0058
0041,0029,0046,0072,0061
0041,0024,0041,0065,0061
0034,0023,0039,0060,0057
0032,0020,0030,0054,0055
0020,0012,0020,0026,0028
0020,0011,0019,0026,0028
0016,0008,0017,0026,0026
0010,0008,0009,0016,0019
0010,0009,0009,0016,0017
0008,0009,0009,0016,0017
0007,0008,0007,0011,0014
0007,0007,0007,0011,0014
0007,0007,0008,0011,0013
0007,0006,0008,0009,0011
0007,0006,0008,0009,0011
0006,0006,0008,0009,0011
0007,0005,0008,0009,0013
0007,0005,0009,0009,0013
0007,0005,0009,0009,0013
0010,0007,0005,0005,0008
0010,0007,0005,0005,0008
0010,0007,0006,0005,0008
0010,0007,0006,0008,0008
0006,0006,0006,0008,0008
0009,0006,0005,0008,0008
0009,0006,0006,0007,0006
0012,0006,0006,0007,0006
0012,0006,0006,0007,0005
