delta0,delta1,delta2,delta3,delta4
0018,0024,0037,0055,0038
0018,0025,0037,0059,0038
0032,0022,0038,0070,0054
0032,0022,0038,0070,0054
0032,0022,0035,0055,0051
0016,0011,0019,0029,0029
0016,0011,0019,0029,0029
0016,0011,0018,0023,0024
0007,0000,0008,0012,0008
0007,0000,0008,0012,0008
0007,0000,0008,0012,0008
0003,0000,0009,0002,0006
0003,0000,0009,0002,0006
0003,0000,0009,0002,0006
0000,-002,0001,0007,0002
0000,-002,0001,0007,0002
0000,-002,0001,0007,0002
0005,-002,0003,0001,0004
0005,-002,0003,0001,0004
0005,-002,0003,0001,0004
0002,-002,-002,0001,0000
0002,-002,-002,0001,0000
0002,-002,-002,0001,0000
0000,0000,0000,0002,0003
0000,0000,0000,0002,0003
0000,0000,0000,0002,0003
0002,0000,-001,0003,0000
0002,0000,-001,0003,0000
0002,0000,-001,0003,0000
0001,0001,-001,0004,-001
