delta0,delta1,delta2,delta3,delta4
0016,0025,0046,0061,0047
0019,0031,0060,0079,0061
0031,0046,0080,0109,0084
0035,0046,0080,0117,0095
0035,0046,0083,0120,0095
0035,0046,0080,0117,0099
0035,0046,0077,0112,0099
0058,0030,0071,0095,0081
0058,0027,0063,0085,0078
0036,0019,0048,0056,0054
0021,0012,0040,0038,0039
0021,0012,0038,0033,0036
0021,0012,0030,0026,0028
0021,0012,0030,0019,0020
0010,0010,0024,0016,0016
0007,0001,0021,0008,0011
0003,0001,0019,0007,0010
0000,0001,0013,0005,0006
-001,0002,0011,0003,0003
-001,0002,0011,0003,0003
0001,0002,0007,0003,0001
0001,0000,0007,0003,0001
0001,0000,0003,0003,0001
0002,0000,0007,0000,0005
0002,0000,0003,-002,0005
0000,0000,0003,-002,0005
-003,0001,0001,0000,0001
-003,0001,0001,0000,0001
-003,0001,0001,0000,0001
0000,-002,0010,-003,0002
