delta0,delta1,delta2,delta3,delta4
0013,0020,0027,0041,0033
0018,0020,0026,0043,0037
0018,0020,0026,0043,0037
0018,0020,0026,0043,0037
0022,0015,0023,0043,0039
0022,0015,0023,0038,0037
0022,0015,0023,0038,0037
0014,0010,0015,0026,0024
0014,0010,0015,0025,0023
0014,0010,0015,0025,0023
0008,0010,0007,0020,0020
0007,0007,0006,0015,0016
0007,0007,0006,0015,0016
-001,0007,0006,0015,0013
-001,0007,0006,0016,0013
-001,0007,0006,0016,0013
0004,0006,0007,0016,0013
0004,0006,0007,0013,0013
0004,0006,0007,0013,0013
0001,0007,0005,0009,0010
0001,0007,0005,0009,0010
0001,0007,0005,0009,0010
0003,0008,0008,0010,0015
0003,0003,0007,0010,0013
0003,0003,0007,0010,0013
0001,0003,0006,0011,0010
0001,0005,0006,0010,0010
0001,0005,0006,0010,0010
0003,0009,0009,0010,0015
0003,0004,0007,0011,0013
