delta0,delta1,delta2,delta3,delta4
0024,0023,0034,0048,0034
0025,0029,0036,0054,0036
0030,0033,0046,0069,0057
0039,0033,0051,0090,0069
0040,0031,0051,0090,0073
0044,0029,0049,0090,0079
0044,0029,0046,0087,0079
0032,0021,0036,0064,0069
0032,0018,0031,0057,0055
0024,0014,0028,0046,0041
0015,0008,0020,0024,0028
0014,0007,0016,0021,0024
0014,0004,0016,0019,0022
0012,0004,0013,0016,0017
0008,0003,0007,0014,0014
0008,0003,0005,0014,0014
0008,0003,0005,0011,0014
0008,0004,0006,0010,0011
0008,0004,0006,0008,0011
0004,0002,0005,0006,0007
0004,0002,0005,0005,0007
0004,0002,0005,0005,0007
0006,0004,0005,0005,0010
0006,0004,0003,0006,0008
0006,0004,0003,0006,0008
0008,0005,0003,0005,0006
0001,0002,0004,0005,0006
0001,0002,0004,0005,0006
0001,-002,0005,0004,0006
0001,-002,0004,0004,0004
