delta0,delta1,delta2,delta3,delta4
0007,0012,0021,0031,0025
0016,0018,0023,0031,0027
0016,0026,0032,0040,0037
0016,0026,0032,0040,0037
0018,0025,0036,0049,0039
0018,0025,0036,0055,0040
0018,0025,0036,0055,0040
0031,0029,0040,0059,0049
0031,0030,0048,0074,0060
0031,0030,0048,0074,0060
0032,0028,0041,0073,0064
0032,0028,0039,0071,0065
0032,0028,0039,0071,0065
0024,0015,0031,0061,0055
0024,0015,0029,0052,0053
0024,0015,0029,0052,0053
0017,0013,0023,0039,0038
0017,0011,0022,0029,0032
0017,0011,0022,0029,0032
0007,0009,0015,0025,0023
0007,0009,0013,0022,0021
0007,0009,0013,0022,0021
0001,0008,0008,0022,0020
0001,0008,0008,0013,0019
0001,0008,0008,0013,0019
0002,0007,0009,0013,0016
0002,0007,0009,0016,0014
0002,0007,0009,0016,0014
0001,0007,0006,0016,0013
0001,0007,0006,0014,0013
