delta0,delta1,delta2,delta3,delta4
0018,0017,0043,0049,0042
0018,0017,0043,0054,0042
0027,0038,0066,0093,0074
0032,0038,0073,0101,0078
0064,0054,0073,0101,0078
0064,0054,0067,0093,0076
0064,0054,0067,0093,0076
0064,0046,0067,0093,0076
0030,0017,0042,0046,0042
0025,0017,0042,0044,0042
0024,0017,0042,0044,0042
0002,0004,0010,0009,0007
0002,0004,0010,0009,0007
0002,0004,0010,0009,0007
0001,0000,0002,-001,-001
0001,0000,0002,-001,-001
0001,0000,0002,-001,-001
-005,-001,0000,0000,-009
-005,-001,0000,0000,-009
-005,-001,0000,0000,-009
-002,-002,-001,-004,-003
-002,-002,-001,-004,-003
-002,-002,-001,-004,-003
-004,0000,0003,0000,-006
-004,0000,0003,0000,-006
-004,0000,0003,0000,-006
-001,-005,-002,-005,-003
-001,-005,-002,-005,-003
-001,-005,-002,-005,-003
-001,-001,-002,-004,-004
