delta0,delta1,delta2,delta3,delta4
0009,0016,0031,0032,0034
0013,0016,0042,0049,0048
0029,0037,0069,0094,0079
0033,0059,0093,0137,0100
0045,0079,0118,0169,0132
0045,0079,0142,0202,0161
0045,0079,0148,0209,0170
0045,0079,0149,0220,0189
0166,0092,0159,0231,0225
0231,0099,0168,0231,0245
0231,0099,0168,0231,0245
0146,0099,0168,0231,0245
0093,0099,0168,0231,0245
0048,0020,0061,0070,0065
0019,0012,0037,0037,0040
0010,0012,0032,0020,0023
0010,0012,0023,0020,0014
0010,0012,0022,0012,0008
0005,0002,0020,0008,0008
0005,0002,0019,0008,0008
0002,0002,0015,0004,0004
0002,0002,0014,0004,0004
0002,0002,0013,0004,0004
0002,0001,0005,0000,0005
0002,0001,0005,0000,0005
0000,0001,0005,0000,0005
-002,-001,0003,0000,0002
-005,0001,0002,0000,-001
-005,0001,0002,0000,-001
0002,0001,0007,-001,0003
