delta0,delta1,delta2,delta3,delta4
0022,0019,0027,0030,0032
0022,0021,0028,0036,0037
0037,0030,0046,0066,0060
0037,0030,0046,0069,0060
0037,0030,0049,0076,0063
0044,0030,0045,0074,0076
0044,0030,0045,0074,0076
0029,0026,0031,0049,0054
0021,0015,0025,0040,0037
0021,0015,0025,0031,0037
0016,0014,0024,0023,0027
0015,0014,0018,0019,0025
0015,0014,0018,0019,0025
0015,0012,0015,0019,0024
0014,0012,0012,0015,0022
0014,0012,0012,0015,0022
0010,0014,0012,0015,0022
0010,0009,0013,0015,0014
0010,0009,0013,0015,0014
0010,0009,0013,0012,0014
0013,0011,0011,0012,0018
0013,0011,0011,0012,0018
0013,0008,0011,0013,0018
0011,0008,0011,0013,0011
0011,0008,0011,0013,0011
0011,0011,0012,0012,0011
0008,0010,0012,0012,0013
0008,0010,0012,0012,0013
0008,0010,0012,0016,0013
0009,0011,0011,0013,0017
