delta0,delta1,delta2,delta3,delta4
0018,0017,0026,0032,0032
0025,0027,0031,0038,0037
0034,0038,0051,0066,0058
0034,0038,0051,0066,0058
0041,0045,0053,0070,0062
0050,0047,0067,0097,0082
0050,0047,0067,0097,0082
0058,0038,0064,0098,0090
0050,0032,0057,0094,0085
0050,0032,0057,0094,0085
0036,0026,0043,0072,0075
0034,0023,0040,0057,0053
0034,0023,0040,0057,0053
0029,0016,0024,0038,0042
0023,0016,0022,0029,0036
0023,0016,0022,0029,0036
0019,0016,0019,0023,0026
0014,0012,0019,0023,0019
0014,0012,0019,0023,0019
0014,0010,0016,0018,0019
0013,0010,0012,0016,0020
0013,0010,0012,0016,0020
0013,0010,0012,0016,0019
0010,0010,0013,0015,0019
0010,0010,0013,0015,0019
0008,0010,0013,0015,0014
0008,0010,0010,0010,0014
0008,0010,0010,0010,0014
0007,0011,0010,0010,0018
0007,0012,0009,0011,0015
