delta0,delta1,delta2,delta3,delta4
0018,0018,0019,0031,0034
0021,0021,0021,0031,0037
0032,0034,0041,0061,0054
0032,0034,0041,0061,0054
0038,0031,0044,0072,0061
0034,0025,0040,0066,0055
0034,0025,0040,0066,0055
0033,0025,0032,0060,0055
0023,0019,0032,0048,0042
0023,0019,0032,0048,0042
0023,0016,0023,0027,0031
0015,0010,0018,0025,0021
0015,0010,0018,0025,0021
0011,0010,0017,0023,0021
0010,0010,0017,0020,0018
0010,0010,0017,0020,0018
0010,0010,0013,0018,0018
0008,0008,0013,0018,0015
0008,0008,0013,0018,0015
0008,0008,0013,0014,0015
0008,0011,0013,0014,0012
0008,0011,0013,0014,0012
0008,0010,0013,0015,0012
0006,0009,0011,0012,0016
0006,0009,0011,0012,0016
0006,0009,0011,0012,0016
0010,0012,0010,0014,0017
0010,0012,0010,0014,0017
0011,0010,0010,0012,0017
0008,0008,0007,0012,0016
