delta0,delta1,delta2,delta3,delta4
0017,0015,0034,0033,0032
0024,0021,0040,0046,0050
0025,0024,0053,0064,0062
0030,0026,0062,0090,0077
0048,0051,0090,0140,0130
0063,0073,0139,0217,0193
0063,0073,0148,0239,0204
0063,0073,0162,0270,0218
0063,0073,0162,0270,0218
0063,0075,0156,0243,0200
0068,0075,0152,0241,0200
0086,0075,0152,0224,0200
0123,0074,0139,0202,0198
0129,0074,0125,0177,0188
0129,0074,0125,0177,0188
0099,0074,0125,0177,0188
0086,0074,0125,0177,0188
0066,0039,0072,0094,0095
0030,0013,0046,0043,0043
0023,0012,0036,0033,0035
0023,0012,0035,0027,0029
0023,0012,0026,0021,0025
0023,0012,0026,0021,0023
0012,0004,0026,0017,0019
0008,0000,0019,0016,0011
0008,0000,0019,0013,0011
0007,0000,0019,0012,0011
0005,-001,0017,0012,0012
0005,-001,0017,0006,0012
0003,-001,0015,0006,0012
