delta0,delta1,delta2,delta3,delta4
0016,0014,0030,0032,0036
0016,0014,0030,0032,0036
0021,0025,0043,0045,0048
0021,0028,0052,0074,0066
0021,0028,0060,0087,0066
0029,0043,0070,0100,0092
0052,0056,0086,0124,0117
0052,0056,0086,0124,0117
0052,0056,0078,0117,0114
0052,0056,0078,0098,0103
0052,0046,0078,0098,0103
0029,0024,0044,0041,0046
0029,0024,0044,0039,0046
0029,0024,0044,0039,0046
0029,0024,0029,0028,0026
0029,0024,0029,0024,0025
0015,0014,0029,0024,0025
0007,0008,0024,0015,0017
0007,0008,0024,0015,0017
0007,0008,0024,0015,0017
0005,0011,0022,0013,0010
0005,0011,0022,0013,0010
0005,0011,0022,0013,0010
0007,0010,0017,0012,0014
0007,0010,0017,0012,0014
0007,0010,0017,0012,0014
0005,0007,0016,0010,0011
0005,0007,0016,0010,0011
0005,0007,0016,0010,0011
0005,0004,0020,0014,0010
