delta0,delta1,delta2,delta3,delta4
0020,0018,0027,0043,0035
0028,0029,0038,0056,0051
0028,0030,0044,0070,0056
0046,0043,0054,0088,0076
0052,0043,0067,0118,0099
0052,0041,0067,0118,0099
0052,0041,0063,0106,0098
0052,0041,0059,0104,0098
0052,0041,0052,0088,0084
0045,0030,0046,0081,0078
0044,0028,0046,0070,0069
0033,0015,0035,0054,0053
0033,0015,0032,0050,0039
0033,0015,0026,0045,0039
0033,0015,0018,0028,0032
0019,0008,0018,0026,0024
0018,0008,0018,0022,0020
0013,0000,0011,0011,0009
0011,0000,0011,0011,0009
0011,0004,0012,0011,0009
0008,0004,0012,0007,0006
0008,0004,0012,0007,0006
0012,0007,0011,0007,0007
0012,0007,0008,0010,0008
0011,0007,0008,0010,0008
0007,0005,0006,0010,0008
0007,0005,0009,0009,0011
0007,0005,0009,0009,0011
0007,0005,0009,0009,0011
0006,0004,0005,0006,0010
