delta0,delta1,delta2,delta3,delta4
0010,0014,0034,0035,0037
0020,0022,0048,0055,0055
0021,0025,0056,0079,0064
0028,0029,0063,0086,0064
0050,0026,0063,0086,0069
0050,0026,0053,0072,0069
0021,0019,0039,0039,0045
0019,0012,0030,0030,0036
0009,0006,0025,0017,0019
0007,0006,0017,0009,0019
0002,0005,0014,0007,0008
0002,0003,0014,0006,0008
0002,0003,0014,0005,0008
0001,0001,0013,0005,0008
0001,0001,0007,0005,0008
0001,0001,0007,0004,0008
0000,0002,0008,0004,0006
0000,0002,0008,0004,0006
0000,0002,0008,0003,0006
0003,0000,0002,-001,0001
0003,0000,0005,-001,0001
0003,0000,0005,0000,0001
0004,0000,0005,0003,0002
0004,0000,0007,0003,0002
0005,0000,0005,0003,0002
-001,-003,0007,0000,0003
-001,-003,0005,0000,0003
-001,-003,0005,0000,0003
-001,0003,0005,0001,0005
-001,0003,0005,0001,0005
