delta0,delta1,delta2,delta3,delta4
0013,0013,0035,0036,0037
0019,0015,0042,0049,0044
0025,0028,0056,0078,0070
0032,0036,0071,0097,0085
0041,0044,0089,0136,0111
0047,0074,0121,0179,0152
0047,0074,0125,0187,0155
0047,0074,0128,0192,0161
0047,0074,0128,0192,0161
0083,0062,0119,0168,0153
0083,0045,0095,0131,0130
0070,0033,0076,0099,0095
0035,0017,0045,0050,0053
0019,0007,0032,0032,0031
0019,0007,0029,0030,0030
0019,0007,0028,0022,0027
0019,0007,0022,0017,0018
0011,0005,0022,0014,0013
0009,-001,0019,0007,0009
0007,-001,0019,0007,0009
0006,-001,0016,0007,0008
0005,-003,0013,0006,0003
0005,-003,0013,0006,0003
0004,-004,0013,0006,0007
0003,0000,0011,0004,0008
0003,0000,0011,0004,0008
0007,0000,0011,0004,0008
0007,-002,0010,0003,0007
0005,-002,0007,0003,0007
0003,-003,0007,0003,0007
