delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,-001,-001,0002,0001,-004,0003,0001,0001
0001,-001,-001,0002,0001,-002,0003,0001,0002
0000,-001,-001,0003,0001,-004,0002,0001,0001
-001,0001,-001,0000,0000,-002,0000,-001,0000
-001,0001,-001,0000,0000,-003,0000,-001,0000
-001,0001,-001,0000,0000,-001,0000,-001,0000
-001,0000,-001,0000,0001,-002,0001,0001,0002
-001,0000,0000,0001,0001,-002,0001,0001,0002
-001,0000,0000,0001,0001,-002,0001,0001,0002
-001,0001,0000,0001,0002,0001,0001,0002,0000
-001,0001,0000,0000,0002,0001,0001,0002,0002
-001,0001,0000,0000,0004,0002,0003,0004,0004
0002,0005,0003,0003,0005,0003,0003,0005,0004
0002,0007,0003,0003,0009,0007,0003,0006,0006
0002,0019,0005,0003,0020,0013,0003,0006,0012
0002,0027,0008,0004,0033,0026,0002,0012,0017
0002,0031,0008,0004,0037,0032,0001,0012,0017
0002,0032,0008,0004,0038,0032,0001,0012,0017
0002,0031,0008,0004,0037,0032,0001,0012,0017
0002,0032,0008,0004,0036,0029,0001,0012,0017
0002,0030,0008,0004,0034,0027,0001,0012,0017
0002,0032,0008,0004,0033,0025,0001,0012,0017
0001,0028,0008,0002,0022,0016,0001,0010,0015
0001,0018,0008,0002,0016,0016,0001,0005,0010
0001,0018,0008,0002,0016,0016,0001,0005,0010
0001,0015,0008,0002,0015,0014,0001,0005,0010
0001,0012,0008,0002,0011,0012,0001,0005,0010
0001,0012,0008,0002,0010,0009,0001,0005,0010
0001,0009,0008,0002,0009,0008,0001,0005,0010
0001,0009,0008,0002,0008,0008,0001,0005,0010
0002,0006,0005,0003,0007,0008,0002,0005,0005
0002,0006,0002,0003,0003,0006,0002,0003,0003
0001,0001,0000,0003,0003,0002,0002,0002,0003
0001,0000,-001,0001,0002,0002,0003,0001,0002
0000,-001,-001,0001,0001,0002,0003,0001,0002
0000,-001,-001,0001,0001,0002,0003,0000,0002
0002,0000,0000,0002,0002,0002,0003,0000,0003
0002,0000,0000,0002,0002,0002,0002,0000,0003
-001,0000,0000,0002,0002,0001,0003,0001,0002
-001,-001,-002,0002,0002,0001,0002,0001,-001
-001,-001,-002,0002,0002,0000,0002,0003,0001
-001,-001,-002,0002,0002,0001,0002,0002,0001
-001,-001,-002,0001,0002,0002,0001,0003,0001
-001,0000,-002,0001,0002,0002,0002,0002,0000
-001,0000,-002,0001,0001,0000,0002,0003,0000
-001,0001,-002,0002,0001,-001,0002,0001,0000
-002,0001,-002,0002,0001,-001,0003,0001,0001
-002,0001,-002,0002,0001,-001,0003,0001,-001
0001,-002,-001,0000,0001,0001,0003,0002,0001
0001,-001,-001,0000,0000,0001,0002,0002,-002
0001,-001,-001,0000,0000,-001,0002,0001,0001
-001,-001,-001,0002,0001,-001,0002,0001,0002
-001,-001,-002,0002,0001,0002,0002,0001,0002
-001,0000,-002,0004,0002,0002,0003,0002,0002
0000,-001,-002,0002,0002,0002,0000,0002,0001
