delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0001,-001,0000,0000,-001,0000,0000,0000
0001,0001,0000,0000,0000,0002,0000,-001,0000
0000,0004,0001,0001,0001,-001,0000,-001,-001
0000,0004,0001,0001,0001,-001,0000,-001,-001
0000,0004,0001,-001,0001,-001,0000,0000,-001
0002,0001,0001,-001,0001,-002,-001,-001,-001
0002,0001,0001,-001,0001,-003,0000,0001,0000
0002,0001,0001,-001,0000,-003,0000,0001,0001
0003,0001,0001,0000,-001,-002,0000,0002,0001
0003,0001,0001,0000,-001,-002,0001,0002,0002
0004,0001,0001,0002,-001,-002,0001,0002,0002
0005,0005,0002,0006,0003,0001,0004,0004,0002
0005,0009,0002,0006,0007,0001,0006,0004,0004
0005,0011,0003,0008,0012,0001,0008,0007,0003
0008,0022,0004,0011,0029,0003,0008,0019,0003
0008,0022,0004,0011,0029,0005,0009,0020,0001
0008,0022,0004,0011,0030,0005,0009,0020,0001
0008,0022,0004,0011,0029,0005,0009,0020,0001
0008,0022,0004,0011,0029,0005,0009,0020,0001
0008,0022,0004,0011,0026,0005,0009,0020,0001
0008,0022,0004,0011,0026,0005,0009,0020,0001
0008,0016,0003,0010,0020,0005,0005,0017,0001
0007,0011,0003,0010,0010,0003,0005,0007,0004
0007,0008,0005,0012,0007,0003,0010,0007,0005
0007,0008,0005,0012,0004,0003,0010,0007,0005
0007,0008,0005,0012,0004,0003,0010,0007,0005
0007,0008,0005,0012,0003,0003,0010,0007,0005
0007,0008,0005,0012,0003,0003,0010,0007,0005
0007,0008,0005,0012,0002,0003,0010,0007,0005
0005,0004,0002,0007,0001,0000,0002,0002,0001
0002,0002,0000,0001,0000,-001,0001,0002,0001
0002,0001,0000,0001,0000,-001,0000,0000,0001
0003,0000,0000,0000,0000,-001,0000,0000,0001
0003,0000,0000,0000,0000,-002,0000,0000,0001
0003,0000,0000,0000,0000,-002,0001,0001,0000
0003,0000,0001,-001,0000,-001,0001,0001,0000
0003,0000,0001,-001,0000,-001,-001,0001,0000
0003,0000,0001,-001,0000,-001,-001,0001,0000
-001,0001,0000,-002,-002,-001,-002,-002,0000
-001,0001,0001,-002,-002,-002,-001,-001,0000
-001,0001,0001,-002,-002,-002,-001,-001,0000
0000,0000,0001,-002,0000,-002,-001,-001,0000
0000,0001,0001,-002,0000,-001,0000,-001,0000
0000,0001,0001,-002,0000,-001,0001,-001,0000
0000,0001,0000,0000,-001,-001,0001,0000,0000
0001,0001,0000,0000,-001,-002,0000,0000,-002
0001,0001,0000,0000,-001,-002,0000,0000,0000
0002,0001,-001,0000,-001,-002,0000,0001,0000
0002,0000,-001,0000,-001,-002,0000,0001,0000
0000,0000,-001,0000,-001,-002,0000,0001,0000
0000,0000,0001,0000,0001,0000,0000,0000,0001
0000,0001,0001,0000,0001,0000,0000,0000,0001
0001,0001,0001,0000,0001,0000,0000,0000,0001
0003,0001,0003,0002,-001,0000,-001,-001,0000
0003,-002,0003,0002,-001,-003,-001,-001,0000
