delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0004,0000,0002,0001,0001,0001,0000,0002,0001
0002,0001,0002,0000,0001,-001,0001,0001,0001
0002,0001,0000,0000,0001,-001,0001,0001,0002
0002,0001,0000,0000,0000,-001,0001,0001,0002
0003,0000,0001,0000,0000,0001,0001,0001,0001
0003,0000,0001,0001,0000,0001,0001,0002,0001
0003,0000,0001,0001,0001,0001,0001,0003,0003
0004,0003,0002,0004,0004,0001,0004,0003,0003
0004,0004,0002,0006,0004,0001,0005,0004,0003
0004,0006,0002,0006,0008,0001,0006,0005,0003
0007,0011,0002,0011,0013,0003,0008,0006,0003
0008,0012,0002,0011,0015,0003,0009,0009,0004
0008,0013,0003,0011,0018,0003,0011,0010,0003
0008,0019,0004,0011,0019,0004,0011,0015,0004
0007,0019,0004,0013,0020,0004,0011,0015,0003
0007,0019,0003,0013,0020,0002,0011,0014,0004
0007,0018,0003,0013,0020,0002,0011,0011,0003
0006,0017,0003,0012,0020,0002,0011,0010,0003
0007,0016,0003,0012,0016,0002,0010,0010,0003
0009,0013,0002,0012,0012,0000,0009,0010,0002
0009,0008,0002,0006,0008,0000,0007,0007,0002
0008,0008,0002,0006,0006,0000,0007,0006,0002
0006,0004,0001,0005,0005,0002,0008,0004,0002
0005,0004,0001,0005,0003,0002,0008,0004,-001
0004,0002,0000,0005,0001,-001,0003,0002,-001
0002,0002,0000,0001,0001,-001,0003,0002,0001
0001,0001,0000,0001,0000,-002,-001,0002,0001
0001,0001,0000,0001,-001,-002,-001,0002,0001
0002,0001,0000,0000,-001,0001,-001,0002,0003
0002,0001,0000,0000,-001,0001,0001,0002,0003
0003,0004,0000,0000,0000,-001,0001,0002,0002
0003,0001,0001,0000,0000,-001,0001,0002,0002
0003,0001,0001,-001,-002,0000,-001,0002,0002
0002,0001,0001,-001,-002,0000,-001,0002,0002
0002,0002,0001,-001,-002,0000,-001,0001,0000
0002,0002,0001,-002,-002,-001,0001,0001,0000
0002,0002,0001,-002,-002,-001,0000,0001,0000
0004,0002,0000,0000,0000,0000,0001,0001,0000
0004,0002,0000,0000,0000,0000,0000,0001,0000
0002,0002,0000,0000,0001,0000,0001,0001,0000
0002,0000,0000,-001,-001,0000,0000,0000,0002
0002,0000,0000,-001,-001,0000,-001,0000,0002
0002,0000,0000,-001,-001,0000,-001,0000,0002
0002,0001,0000,0000,0000,0000,-001,0002,0001
0002,0001,0000,0000,0000,0001,0000,0003,0001
0001,0001,0000,0000,0000,0001,0000,0003,0004
0000,0000,-001,0000,0000,0001,0001,0002,0004
0001,0000,-001,0000,0000,-002,0001,0002,0003
0001,0000,-001,0000,0000,-002,0000,0002,0002
0002,0001,0000,0000,0000,-001,0000,0000,0000
0002,0001,0001,0000,0000,-001,0000,0000,0000
0002,0001,0002,0001,0000,-002,0000,0000,0000
0002,0000,0002,0000,0000,-002,0000,0002,0000
0001,0001,0001,0000,0000,-002,0000,0002,0001
0001,0001,0000,0000,0000,0000,0000,0002,0001
