delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-001,-002,0003,0002,0002,0001,0002,0000
0001,0000,-004,0003,0002,0002,0003,0002,-001
0001,0000,-004,0003,0002,0002,0003,0003,0001
0002,0001,-001,0003,0003,0000,0003,0000,0001
0002,0001,-001,0002,0003,0002,0003,0000,0001
0001,0001,0000,0002,0002,0002,0003,0000,0002
-002,0000,0000,0001,0002,0003,0003,-001,0001
-001,0000,0000,0001,0002,0003,0003,-001,0001
-001,0000,0000,0001,0002,0002,0003,-001,0001
0000,0000,0002,0003,0002,0002,0001,0003,0001
0000,0000,0002,0003,0002,0003,0003,0003,0003
0001,0000,0002,0003,0002,0003,0003,0003,0003
0002,0004,0003,0004,0007,0007,0003,0003,0006
0002,0006,0006,0004,0010,0014,0003,0004,0008
0002,0013,0006,0004,0013,0021,0003,0006,0013
0001,0018,0010,0003,0016,0023,0004,0008,0018
0001,0018,0010,0005,0016,0023,0005,0009,0018
0001,0017,0008,0005,0016,0022,0006,0008,0014
0001,0016,0007,0005,0013,0017,0006,0007,0011
0001,0009,0006,0006,0010,0011,0005,0007,0009
0001,0009,0005,0004,0008,0008,0005,0005,0006
0002,0007,0004,0003,0007,0007,0004,0003,0006
0002,0004,0001,0003,0005,0002,0004,0002,0001
0002,0002,0001,0003,0003,0002,0004,0002,0001
0002,0001,0000,0003,0003,0003,0004,0003,0002
0002,0001,-001,0003,0002,0003,0002,0003,0002
0001,0001,-001,0003,0003,0003,0002,0002,0002
-002,0001,-001,0002,0003,0003,0005,0001,0001
-001,0001,-001,0003,0003,0002,0005,0001,0000
-001,0001,-001,0003,0002,0002,0005,0001,0000
0000,0001,-001,0003,0002,0002,0003,0000,0000
0000,0001,-001,0001,0002,0003,0002,0000,0000
0000,0001,-001,0001,0003,0003,0002,0000,0001
0000,-001,-002,0003,0001,0003,0003,0002,0000
0001,0000,-002,0003,0001,0003,0003,0002,0000
0000,0000,-002,0003,0001,0003,0002,0002,0000
-001,0001,-001,0003,0001,0003,0002,0001,0002
-001,0001,0000,0003,0001,0003,0005,-002,0002
0001,0001,0000,0003,0002,0004,0005,-002,0000
0002,0000,0000,0003,0002,0000,0004,0002,0000
0002,0000,-001,0003,0002,0001,0004,0002,-001
0002,0000,-001,0003,0002,0001,0004,0002,0001
0002,0001,-001,0002,0001,0002,0004,0001,0001
0002,0001,-001,0002,0001,0002,0003,0001,0001
0001,0001,-001,0002,0001,0001,0003,0001,0002
-001,0002,-001,0002,0002,0001,0002,0001,0002
-001,0002,-001,0003,0002,0001,0001,0001,0001
-001,0002,0000,0003,0002,0002,0001,0001,0001
0001,0000,-002,0003,0003,0003,0004,0003,0003
0001,0000,-002,0002,0003,0003,0004,0003,0003
0001,0000,-002,0002,0002,0003,0004,0002,0003
-001,0000,-001,0002,0002,0003,0003,0002,0002
-001,0000,-001,0002,0002,0003,0004,0002,0001
-001,0000,0000,0002,0002,0002,0004,0002,0001
0000,0000,0001,0002,0002,0000,0004,0002,0000
