delta1,delta2,delta3,delta4
00001,-0002,-0003,-0003
-0001,-0001,00002,00000
00000,00000,00000,-0001
00001,-0001,00001,00000
00000,00001,00000,00000
00000,-0002,00000,00000
00000,00001,00001,-0001
00000,-0001,00000,00001
00000,00000,-0001,-0001
00001,-0001,00000,00001
-0002,-0001,00001,00000
00002,00001,-0003,00005
00001,-0001,00003,00001
00005,00011,00003,00002
00038,00070,00026,00012
00084,00053,00053,00012
00102,00027,00039,00012
00050,00006,00022,00012
00033,00006,00015,00012
00023,00006,00015,00012
00019,00004,00005,00051
00019,00004,00005,00026
00019,00004,00005,00014
00007,-0005,00002,00009
00007,-0005,00002,00009
00003,-0005,00002,00009
00003,-0005,00002,00009
00000,-0005,00002,00009
00001,-0005,00002,00009
00002,-0004,00001,00003
00002,-0003,00000,00001
00001,-0004,00001,00004
00002,-0003,00000,00001
00001,-0004,00000,00000
00000,-0006,00000,00002
00000,-0005,00000,-0001
00002,-0003,00000,00004
00000,-0004,-0001,00001
00001,-0006,-0001,00001
00000,-0005,-0002,00002
00000,-0004,00001,00001
00003,-0005,-0001,00002
00003,-0002,-0001,00002
00001,-0005,-0001,00002
00002,-0005,-0001,00001
00002,-0004,00000,-0001
00001,-0005,-0001,00000
00000,-0004,00000,00002
00002,-0004,00000,00001
-0006,-0004,-0002,00003
00003,-0004,-0002,00001
00001,-0004,00000,00002
00006,00005,00004,-0004
00000,-0005,-0001,00002
00002,-0003,-0002,00001
