delta1,delta2,delta3,delta4
00006,00008,00005,00005
00010,00010,00006,00004
00011,00010,00006,00010
00012,00015,00008,00009
00011,00012,00010,00011
00013,00014,00009,00011
00015,00013,00011,00012
00015,00015,00012,00017
00015,00015,00016,00016
00015,00013,00015,00019
00015,00015,00014,00022
00015,00015,00014,00021
00015,00015,00014,00021
00015,00015,00014,00021
00015,00015,00014,00023
00015,00015,00014,00023
00015,00015,00016,00025
00018,00015,00016,00024
00016,00014,00015,00023
00016,00015,00016,00023
00015,00014,00015,00022
00016,00014,00014,00024
00016,00011,00014,00025
00016,00012,00012,00021
00015,00009,00009,00020
00011,00009,00010,00022
00019,00006,00011,00021
00012,00008,00008,00020
00012,00006,00008,00020
00011,00004,00006,00018
00008,00005,00006,00016
00008,00004,00005,00017
00007,00005,00003,00013
00007,00005,00003,00014
00007,00005,00003,00017
00007,00002,00003,00012
00007,00002,00003,00013
00007,00002,00003,00015
00007,00002,00003,00012
00007,00002,00003,00013
00007,00002,00003,00012
00007,00002,00004,00010
00005,00002,00004,00013
00004,00002,00004,00009
00004,00002,00002,00008
00006,00003,00002,00004
00001,00003,00002,00007
00008,00003,00001,-0002
00002,00001,00003,00006
00002,00001,00000,00004
00003,00000,00002,00004
00002,00003,00001,00003
00001,00000,00002,00004
00004,00000,00001,00003
00001,00001,00001,00002
