delta1,delta2,delta3,delta4
-0002,00000,00000,00000
-0002,-0001,00000,-0001
00001,-0001,00000,00000
00000,-0004,00001,00003
00000,00001,00001,00000
00000,-0001,00001,00001
-0001,00001,00000,00000
00000,00001,00000,00002
00002,00001,00000,00002
00000,00002,00002,00003
00002,00002,00001,00002
00003,00008,00002,00003
00008,00014,00007,00007
00016,00017,00009,00009
00029,00013,00008,00014
00028,00013,00008,00014
00026,00013,00008,00014
00021,00013,00008,00014
00018,00013,00008,00014
00007,00006,00000,00006
00004,00002,-0003,00001
00002,00000,-0001,00001
00000,00000,00000,00002
00000,-0001,00000,00002
-0001,-0001,-0001,00001
00000,00001,00001,-0005
00002,-0003,-0002,00002
00000,-0001,-0002,00000
-0003,-0001,00000,-0001
00000,00000,-0001,00000
00001,00000,-0001,00001
-0001,-0001,-0001,00000
00000,00000,-0001,00000
00001,00000,-0002,00001
-0003,-0002,00000,00001
00000,00000,00001,00000
-0001,-0003,00000,00000
00001,00001,00001,00002
00000,00000,-0001,00000
-0001,-0001,00000,00000
-0001,00000,-0001,00001
00000,-0001,00000,00001
00000,-0002,00000,00000
-0002,-0003,00000,00001
-0002,-0001,00000,00000
-0002,-0001,00000,00001
-0001,-0001,00002,-0001
-0002,-0001,00000,00000
-0001,-0001,00000,00000
-0001,-0002,00001,-0001
00000,00000,00000,00001
-0002,00000,00001,00003
00001,00000,00001,00001
00000,-0001,00001,00001
-0001,-0002,00000,-0003
