delta1,delta2,delta3,delta4
00002,00000,-0001,00001
00002,00001,00000,00001
00003,00000,00001,00001
00001,00001,00002,00002
00004,00004,00000,00000
00002,00001,00001,00000
00001,-0001,00001,00002
00002,00002,00002,00001
00003,00004,00001,00000
00004,00001,00001,00001
00001,00003,00000,00002
00003,00004,00003,00002
00008,00007,00002,00005
00017,00015,00006,00007
00026,00019,00016,00022
00031,00019,00016,00032
00028,00019,00016,00042
00027,00019,00016,00044
00021,00019,00016,00049
00018,00019,00016,00040
00015,00008,00008,00030
00009,00005,00004,00015
00009,00005,00004,00012
00009,00005,00004,00008
00009,00005,00004,00010
00009,00005,00004,00008
00009,00005,00004,00007
00005,00001,00002,00006
00002,00000,00001,00004
00000,00002,-0004,-0002
00003,00003,00001,00002
00004,00000,00001,00004
00003,00001,00000,00003
00004,00002,00000,00002
00001,00002,00001,00001
00003,00003,00000,00002
00003,00002,00001,00002
00003,00001,00000,00003
00003,00002,00000,00004
00004,00003,-0001,00002
00003,00001,00000,00002
00003,00001,00000,00002
00001,00002,-0001,00001
00000,00001,-0001,00000
00002,00001,00000,00001
00003,00003,-0001,00000
00000,00002,00000,00001
00002,00001,-0001,00000
00002,00002,-0002,-0001
00001,00001,-0001,-0001
00006,-0001,00001,00000
00003,00000,-0002,00001
00003,00001,00001,00000
00002,00000,00000,00000
00003,00000,00000,00001
