delta1,delta2,delta3,delta4
-0001,00001,-0001,00001
00001,00002,-0001,00000
-0005,00002,-0003,-0001
00001,00000,-0005,00002
-0001,-0001,-0002,00000
-0002,-0001,-0002,00000
00000,00000,-0002,00000
00001,-0002,00001,00002
00000,00002,-0002,00001
00000,00002,-0001,00000
00000,00003,-0001,00002
-0002,00004,00000,00003
00007,00014,00003,00004
00016,00015,00010,00011
00017,00006,00010,00032
00017,00006,00010,00030
00017,00006,00010,00022
00017,00006,00010,00016
00004,00002,00001,00007
00002,00003,00002,00005
-0001,00003,-0006,00004
00000,00001,-0001,00002
00000,00000,00000,00003
-0003,00003,-0002,00004
00001,00000,00000,00003
00000,00000,-0001,-0002
00000,00001,-0001,00003
-0001,00002,00002,00004
00002,00002,00000,00004
00004,00003,00001,00004
00001,00006,00001,00003
00002,00002,00000,00006
00003,00004,00001,00006
00004,00005,00002,00005
00002,00004,00003,00004
00002,00005,00000,00003
-0001,00002,00002,00004
00002,00003,00000,00002
00000,00001,-0001,00001
00000,00001,00001,00000
00002,00002,-0002,00001
00000,00001,-0001,00001
00000,00000,00000,00002
00000,00000,-0001,00001
00002,00001,-0001,00001
00000,00001,00001,00001
-0001,00001,-0001,00001
00001,00002,-0002,00001
00000,00000,-0001,00002
-0001,00002,00001,00003
-0001,00000,00001,00002
00000,00001,-0001,00001
-0001,00003,-0001,00001
00000,00001,-0001,00003
00001,00001,-0002,00001
