delta1,delta2,delta3,delta4
00000,00004,00001,00001
00000,00001,-0001,00001
00003,00003,00002,00002
00002,00002,00001,00001
00002,00003,00001,00002
00003,00006,-0002,00001
00005,00003,00001,-0002
00004,00004,00000,00001
00007,00003,00002,00002
00004,00004,00001,00001
00005,00004,00001,00001
00005,00003,00002,00004
00006,00011,00000,-0001
00010,00014,00004,00004
00021,00028,00008,00008
00028,00036,00008,00008
00033,00044,00008,00008
00042,00052,00008,00008
00053,00043,00008,00008
00054,00037,00008,00008
00067,00033,00030,00042
00067,00033,00028,00051
00067,00033,00027,00068
00067,00033,00021,00075
00067,00033,00019,00078
00067,00033,00019,00074
00026,00011,00012,00069
00026,00008,00012,00069
00026,00008,00012,00069
00026,00008,00012,00069
00026,00005,00012,00069
00026,00006,00012,00069
00011,00004,00002,00015
00010,00004,00002,00014
00008,00004,00002,00011
00008,00004,00002,00008
00008,00004,00002,00008
00008,00004,00002,00007
00008,00003,00001,00006
00007,00004,00001,00005
00006,00003,00000,00004
00004,00003,00000,00003
00005,00003,-0001,00003
00004,00002,00001,00002
00005,00002,-0001,00001
00003,00003,00001,00002
00004,00001,00001,00001
00003,00003,00001,00001
00002,00002,00000,00002
00004,00000,00001,00002
00004,00002,00000,00000
00003,00001,-0001,00000
00002,00000,00000,-0001
00003,00002,00000,00001
00003,00001,00000,00001
