delta1,delta2,delta3,delta4
-0001,00001,-0001,00002
00000,00001,-0003,00000
-0002,00001,-0001,00001
00001,00001,-0001,00000
00000,00001,-0001,00000
-0001,00001,00000,00001
00001,00002,00000,00001
-0001,00002,-0003,00002
00000,00000,00000,00002
-0002,00003,00001,00002
00000,00004,-0002,00001
00001,00003,00001,00002
00003,00009,00003,00005
00014,00015,00008,00008
00017,00009,00009,00027
00017,00009,00009,00026
00017,00009,00009,00022
00017,00009,00009,00016
00004,00003,00001,00006
00002,00002,00001,00000
00000,00001,-0001,00002
00000,00001,-0001,00001
00000,00001,00001,00003
00002,00000,-0001,00002
-0001,00001,00001,00005
00001,00003,-0001,00002
00001,00003,00000,00003
00002,00002,00001,00003
00000,00001,00000,00004
-0002,00004,-0001,00007
00005,00004,00002,00011
00006,00006,00003,00011
00007,00007,00003,00006
00005,00006,00002,00004
00010,00005,00002,00005
00001,00003,00001,00001
00002,00003,00000,00001
00003,00000,00000,00001
00002,00005,-0002,00003
-0001,00002,00000,00003
-0001,00001,-0001,00002
00000,-0001,-0001,-0001
00002,00005,-0001,00002
00002,00003,-0001,00001
00001,00003,-0002,00001
-0001,-0001,00000,00001
00000,00001,-0001,00000
00000,-0001,-0001,00000
00000,00001,00001,00000
-0002,00001,00000,00000
00001,00000,-0001,00001
-0001,00000,00000,00000
00001,00000,00001,00002
00000,00000,00001,00000
00001,00000,00001,00002
