delta1,delta2,delta3,delta4
00001,00001,00002,00000
00000,-0001,-0003,00003
00001,00003,00000,00000
00001,-0001,00002,00002
00002,00001,-0001,00001
00003,00001,00000,00000
00001,00000,-0002,00002
00000,00002,00001,00002
00000,00001,00000,00001
00002,00000,00000,00002
00002,00002,-0001,00001
00001,00002,00003,00001
00003,00004,00002,00003
00010,00019,00007,00004
00026,00018,00017,00023
00027,00018,00017,00037
00024,00018,00017,00047
00018,00018,00017,00041
00018,00018,00017,00030
00018,00018,00017,00020
00010,00002,00005,00014
00004,00000,-0002,00005
00003,00002,-0002,00003
00004,00003,-0001,00003
00002,00002,-0001,00003
00000,00001,-0001,00001
00001,00004,-0001,00001
00001,00002,-0001,00002
00001,00002,-0003,00003
00001,00001,-0001,00002
00004,00001,-0001,00001
00001,00002,00000,00004
00003,-0001,00000,00000
00002,00002,00000,00002
00005,00006,00001,00004
00002,00004,00000,00004
00001,00003,-0001,00002
00005,00003,-0001,00002
00002,00003,00000,00003
00004,00004,00000,00001
00005,00001,-0001,00001
00002,00003,-0002,00002
00002,00003,-0002,00000
00000,00002,-0002,00003
00002,00003,-0001,00000
00003,00003,-0003,00003
00002,00003,00001,00002
00003,00005,-0002,00001
00002,00001,-0001,00002
00001,00001,-0002,00001
00000,00002,-0001,00000
00002,-0005,00000,00010
00002,00001,00000,-0002
-0001,00004,-0001,00001
00001,00003,-0002,00000
