delta1,delta2,delta3,delta4
00001,00002,00001,00001
00000,-0001,00000,-0001
00001,-0003,-0001,-0002
00002,00000,00001,00001
00002,-0002,00001,00001
00000,00000,00000,00000
00002,-0003,00003,00003
00000,00001,-0001,-0001
-0001,00000,00000,00002
00002,00001,00000,00001
00003,00002,00000,00000
00001,00001,00001,00002
00005,00008,00001,00004
00018,00014,00008,00009
00014,00009,00012,00023
00014,00009,00012,00023
00014,00009,00012,00019
00012,00005,00006,00020
00012,00005,00006,00016
00005,00003,00004,00009
00003,00002,00003,00003
00003,00002,00001,00002
00002,00001,00003,00002
00002,00000,00002,00001
00001,-0001,00001,00001
00002,00001,00001,00006
00000,00000,00001,00002
00000,00000,00001,00003
00003,00002,00000,00002
00003,00001,00001,00004
00002,00002,00001,00004
00002,00006,00000,00005
00002,00003,00002,00003
00003,00003,00003,00004
00002,00001,00002,00004
00002,00000,00002,00001
00003,00001,00002,00001
00000,00002,00001,00001
00001,00001,00000,00001
00000,00000,00001,00002
-0001,00002,00000,00002
00000,00001,00000,00002
00001,00002,-0001,00000
00001,00001,00001,00000
-0001,00000,00000,00002
00002,00001,00000,-0001
00001,-0001,00001,-0001
00001,-0001,00000,00000
00000,00000,00000,00000
00001,00000,00000,00001
00001,00000,00000,00001
00002,00001,00001,00000
00000,00001,00001,00002
00001,00001,-0001,00001
00001,00000,00000,00001
