delta1,delta2,delta3,delta4
00003,00002,00001,00004
00000,00001,00001,00003
00003,00001,00001,00001
00000,00003,00000,00002
00001,00000,00001,00000
00001,00001,00001,00003
00001,00002,00001,00002
00002,00002,-0001,00002
00004,00004,00001,00003
00004,00006,00002,00002
00006,00008,00003,00004
00007,00012,00005,00005
00012,00015,00006,00005
00018,00022,00010,00009
00018,00025,00010,00009
00018,00027,00010,00009
00018,00034,00010,00009
00018,00037,00010,00009
00018,00045,00010,00009
00046,00050,00036,00028
00053,00050,00045,00038
00056,00050,00058,00044
00058,00050,00071,00061
00056,00050,00081,00070
00055,00050,00079,00077
00051,00039,00074,00085
00041,00023,00040,00074
00028,00012,00015,00042
00028,00010,00010,00042
00028,00006,00007,00042
00028,00006,00008,00042
00028,00006,00005,00042
00028,-0008,00000,00042
00008,-0003,-0002,00017
00009,-0003,-0002,00017
00000,-0003,-0002,00017
00002,-0003,-0002,00017
-0001,-0003,-0002,00017
00002,00000,-0001,00003
00002,00000,-0001,00003
00002,00000,-0001,00002
00002,00000,-0001,00001
00002,00000,-0001,00001
00002,00000,-0001,00001
-0001,-0002,-0001,00002
-0001,00000,-0002,00003
00000,-0001,-0002,00000
-0001,00000,-0001,00000
00001,-0002,-0002,00001
-0001,00001,-0002,00000
-0001,-0001,00000,00002
-0001,-0001,-0001,00000
-0001,00001,-0003,00001
00000,-0001,-0001,00000
-0001,00000,-0002,00000
