delta1,delta2,delta3,delta4
00001,-0001,00002,-0002
00004,00002,-0002,-0001
-0002,00001,00001,00003
-0001,00000,-0003,00002
-0002,00000,00000,00000
-0002,00001,-0001,00003
00000,00000,-0001,00001
-0001,-0003,-0002,00000
00002,00003,-0001,00001
00001,00000,00001,00003
00003,00005,00000,00002
00002,00005,00001,00005
00008,00008,00005,00007
00013,00014,00009,00012
00019,00016,00017,00023
00019,00016,00017,00029
00019,00016,00017,00040
00019,00016,00017,00036
00019,00016,00017,00039
00019,00016,00017,00040
00020,00008,00007,00032
00020,00008,00007,00032
00016,00003,00004,00017
00008,00001,00000,00013
00008,00001,00000,00013
00008,00001,00000,00013
00008,00001,00000,00006
00008,00001,00000,00006
00008,00001,00000,00005
-0001,00001,00000,00006
00001,-0001,-0001,00004
00000,00001,-0002,00001
-0001,00003,-0001,00000
00000,-0001,00000,00003
00001,00000,-0001,00003
00000,-0001,-0002,00000
00002,-0001,00001,00002
00000,00000,-0001,00004
00000,-0001,00000,00000
-0001,-0001,00002,00000
00001,00001,00000,00001
00001,00000,-0001,00002
00000,00000,-0001,00001
-0001,00000,-0001,00001
00000,-0001,00000,00000
-0001,00000,00000,00001
00000,-0001,-0002,00000
00000,-0001,00000,-0001
-0001,-0003,00000,00000
-0001,-0002,00000,00000
00002,00000,-0001,-0002
-0002,-0003,00003,-0001
00000,00000,-0001,00000
00001,-0001,00000,00000
00000,00001,-0001,00001
