delta1,delta2,delta3,delta4
00000,00000,00000,00000
00001,00000,00000,00001
00000,-0001,00000,-0001
00000,00000,00002,00001
00002,00000,00000,00001
00002,00002,00000,00000
00000,-0001,00001,00000
00001,00001,00000,-0001
00001,00002,00002,-0004
00000,00000,00000,00002
00003,00001,00000,00000
00001,00001,00001,00000
00001,00002,00001,00001
00011,00017,00005,00007
00030,00015,00016,00032
00025,00015,00016,00044
00018,00015,00016,00043
00018,00015,00016,00026
00018,00015,00016,00015
00006,00000,00001,00006
00001,00000,00001,00004
00002,00001,00001,00000
00003,00001,00000,00001
00000,00001,00000,00001
00000,00000,00001,00001
00000,00000,-0001,00001
00002,-0001,00001,00001
00002,00001,00001,00002
00003,00002,00002,00006
00002,00001,00000,00002
00003,00001,00003,00005
00004,00002,00003,00004
00006,00003,00004,00006
00004,00007,00003,00003
00002,00003,00000,00001
00002,00001,00000,00001
00001,00001,00000,00001
00002,00000,00001,00002
00004,00001,-0002,-0002
00000,00001,00001,00000
00000,00000,00000,00000
00002,00000,00000,00000
00003,00004,-0002,00000
-0001,00004,00000,00001
00000,00001,00000,00000
00001,00000,00001,00001
00000,00000,00000,00001
00001,00000,00000,00001
00001,00001,-0001,00001
00000,00001,00001,00003
00001,-0002,00000,00002
-0001,00000,00001,00001
00002,00000,-0002,00001
00001,00000,00001,00001
00001,00001,-0001,00000
