delta1,delta2,delta3,delta4
00001,00001,00002,00001
00001,00002,-0001,00001
00002,00002,00001,00002
00002,00001,00000,00002
00001,-0001,00001,00002
00001,00001,00001,00001
00001,00002,00001,00001
00000,00000,00002,00003
-0001,00001,00001,00002
00002,00001,00000,00000
00002,00001,00002,00003
00003,00004,00003,00002
00009,00011,00005,00003
00017,00018,00013,00015
00027,00018,00022,00044
00026,00018,00022,00055
00025,00018,00016,00065
00023,00018,00016,00067
00020,00018,00016,00049
00020,00018,00016,00031
00013,00018,00016,00031
00006,00002,00003,00008
00006,00002,00003,00006
00006,00002,00003,00006
00006,00002,00003,00006
00006,00002,00003,00006
00006,00002,00003,00004
00002,00001,00000,00003
00002,00004,00000,00001
00003,00001,00001,00001
00001,00001,00000,00001
00002,00000,00000,00002
-0001,00002,00000,00001
00004,00004,-0001,00006
00003,00000,00000,00004
00001,00002,00000,00002
00003,00003,00001,00002
00001,00001,00001,00003
00002,00001,00002,00001
00002,00003,00000,00003
00002,00002,-0001,00001
00001,-0001,00002,00003
00001,00002,00001,00003
00003,00000,00001,00000
00002,00001,00002,00003
00002,00000,00002,00004
-0001,00000,00000,00000
00002,00001,00000,00001
-0002,00000,00005,00005
00003,00005,00002,00004
00002,00003,00000,00002
00001,00000,00001,00003
00001,00000,00001,00000
00000,00003,00001,00001
00000,00000,-0001,00000
