delta1,delta2,delta3,delta4
00002,00000,00000,00000
00004,00001,00001,00001
00002,00000,00002,00001
00003,00002,00000,00000
00003,00000,-0002,00001
00002,00002,00001,00000
00002,00000,00001,00002
00004,00001,-0001,00001
00002,00001,00001,00000
00001,00001,00001,00001
00004,00004,00000,00000
00004,00004,00001,00001
00008,00005,00001,00003
00015,00009,00004,00006
00022,00011,00003,00023
00015,00011,00003,00024
00015,00011,00003,00028
00015,00011,00003,00020
00006,00003,00002,00004
00004,00002,00001,00003
00002,00004,00000,00001
00002,00000,00002,00006
00001,00001,00001,00002
00002,00001,00000,00001
00002,00000,00002,00001
00002,00001,00000,00001
00002,00000,00000,00003
00003,00000,00000,00000
00003,00000,00002,00003
00004,00000,00001,00001
00001,-0001,00001,00002
00002,00002,00001,00002
00002,-0001,00000,00002
00003,00003,-0001,-0001
00001,-0001,00002,00001
00002,00002,00000,00001
00000,00001,00001,00003
00002,00001,00000,00001
00002,00002,-0001,00001
00001,-0001,00001,00001
00000,00000,00001,00002
00002,00000,00000,00001
00001,00000,00000,-0001
00003,00001,00001,00001
00003,00000,00000,00001
00002,00000,00001,00000
00006,-0002,-0001,00001
00001,00000,00001,00001
-0002,00000,00002,00000
-0002,-0002,00001,00002
00007,-0004,00000,-0003
00002,-0001,00000,-0001
00002,00000,00002,00000
00008,00004,00001,00003
00004,00001,00002,00001
