time,delta0,delta1,delta2,delta3,delta4
0,0025,0023,0042,0047,0041,
1,0025,0023,0042,0047,0041,
2,0017,0012,0033,0051,0050,
3,0017,0012,0033,0051,0050,
4,0017,0012,0033,0038,0044,
5,0003,0005,0012,0015,0006,
6,0003,0005,0012,0013,0005,
7,0003,0005,0012,0013,0005,
8,0001,0002,0004,0000,0002,
9,0001,0002,0004,0000,0002,
10,0001,0002,0004,0000,0002,
11,0001,0002,0000,0001,0001,
12,0001,0002,0000,0001,0001,
13,0001,0002,0000,0001,0001,
14,0004,0004,-002,0002,-002,
15,0004,0004,-002,0002,-002,
16,0004,0004,-002,0002,-002,
17,0000,-002,0003,-001,0003,
18,0000,-002,0003,-001,0003,
19,0000,-001,0003,0000,0003,
20,0002,0009,-002,0002,0001,
21,0002,0009,-002,0002,0001,
22,0002,0009,-002,0002,0001,
23,0005,0007,0000,0002,0000,
24,0005,0007,0000,0002,0000,
25,0005,0007,0000,0002,0000,
26,0004,0009,0003,0000,-002,
27,0004,0009,0003,0000,-002,
28,0004,0009,0003,0000,-002,
29,0000,0003,0006,0003,0000,
