time,delta0,delta1,delta2,delta3,delta4
0,0024,0025,0038,0046,0038,
1,0024,0025,0038,0046,0038,
2,0013,0014,0019,0030,0022,
3,0013,0014,0019,0022,0022,
4,0013,0014,0019,0022,0022,
5,0002,0003,0002,0001,0005,
6,0002,0003,0002,0001,0005,
7,0002,0003,0002,0001,0005,
8,0002,0002,0003,0001,0003,
9,0002,0002,0003,0001,0003,
10,0002,0002,0003,0001,0003,
11,0007,0005,0000,-001,0002,
12,0007,0005,0000,-001,0002,
13,0007,0005,0000,-001,0002,
14,0002,0008,-002,-002,0001,
15,0002,0008,-002,-002,0001,
16,0002,0008,-002,-002,0001,
17,-001,0005,0007,0001,0001,
18,-001,0005,0007,0001,0001,
19,-001,0005,0007,0001,0001,
20,0005,0006,-002,0001,-001,
21,0005,0006,-002,0001,-001,
22,0005,0006,-002,0001,-001,
23,-001,0000,0001,0000,0003,
24,-001,0000,0001,0000,0003,
25,-001,0000,0001,0000,0003,
26,0001,0002,0004,0003,0000,
27,0001,0002,0004,0003,0000,
28,0001,0002,0004,0003,0000,
29,0004,0009,0001,-002,0000,
