time,delta0,delta1,delta2,delta3,delta4
0,0013,0016,0028,0031,0030,
1,0013,0016,0028,0031,0030,
2,0028,0023,0054,0076,0053,
3,0028,0023,0054,0076,0053,
4,0028,0023,0049,0076,0053,
5,0011,0011,0032,0057,0032,
6,0011,0011,0014,0023,0024,
7,0011,0011,0014,0023,0024,
8,0004,0005,0003,0005,0004,
9,0004,0005,0003,0005,0004,
10,0004,0005,0003,0005,0004,
11,0001,0003,0007,0005,0001,
12,0001,0003,0007,0005,0001,
13,0001,0003,0007,0005,0001,
14,0002,0005,0005,0008,0003,
15,0002,0005,0005,0008,0003,
16,0002,0005,0005,0008,0003,
17,0001,0001,0004,0005,0002,
18,0001,0001,0004,0005,0002,
19,0001,0001,0004,0005,0002,
20,0006,0005,0001,-001,0000,
21,0006,0005,0001,-001,0000,
22,0006,0005,0001,-001,0000,
23,0001,0002,0000,0003,0004,
24,0001,0002,0000,0003,0004,
25,0001,0002,0000,0003,0004,
26,-001,0004,0003,0005,0000,
27,-001,0004,0003,0005,0000,
28,-001,0004,0003,0005,0000,
29,0003,0005,0000,-001,0002,
