time,delta0,delta1,delta2,delta3,delta4
0,0011,0009,0019,0021,0028,
1,0011,0009,0020,0026,0031,
2,0015,0015,0024,0034,0039,
3,0017,0015,0031,0036,0041,
4,0019,0018,0032,0038,0041,
5,0019,0016,0037,0051,0053,
6,0018,0016,0037,0051,0053,
7,0015,0015,0037,0049,0050,
8,0014,0014,0030,0049,0047,
9,0010,0013,0025,0030,0042,
10,0007,0013,0017,0022,0029,
11,0005,0008,0016,0017,0027,
12,0004,0008,0015,0012,0015,
13,0003,0001,0004,0012,0014,
14,0002,0001,0004,0010,0014,
15,-001,0002,0008,0010,0014,
16,-001,0002,0008,0010,0011,
17,-001,0002,0007,0002,0011,
18,-001,0001,0003,0004,0011,
19,0001,0001,0007,0004,0012,
20,0002,0003,0004,0004,0012,
21,0002,0003,0004,0004,0012,
22,-001,0001,0004,0006,0011,
23,-001,0000,0004,0005,0011,
24,-001,-001,0004,0005,0011,
25,-001,-001,0004,0005,0012,
26,-001,0001,0004,0006,0012,
27,-002,0001,0004,0006,0012,
28,-001,0000,0003,0005,0011,
29,-001,0000,0003,0001,0011,
