time,delta0,delta1,delta2,delta3,delta4
0,0027,0023,0041,0045,0041,
1,0029,0027,0043,0051,0044,
2,0040,0027,0043,0066,0052,
3,0029,0027,0050,0069,0052,
4,0023,0023,0050,0069,0052,
5,0013,0007,0025,0043,0034,
6,0012,0007,0018,0026,0025,
7,0006,0004,0011,0014,0015,
8,0002,0001,0009,-001,0002,
9,0002,0001,0004,-001,0002,
10,0002,0000,0004,-001,0002,
11,0005,-003,-001,-002,0003,
12,0004,-003,-001,-002,0002,
13,0004,-003,-001,-002,0002,
14,-002,-002,0004,-001,-001,
15,-002,-001,-001,-001,-001,
16,0001,-001,-001,-001,-001,
17,0001,-001,-001,-002,-002,
18,0001,0000,0003,-002,-002,
19,0000,0000,0003,-002,-002,
20,0003,0002,-003,-002,-001,
21,0002,0000,-003,-002,-001,
22,0002,0000,-001,-001,0000,
23,0002,0000,-001,-001,-001,
24,0004,0000,-001,-001,-001,
25,0004,0000,-001,-001,-001,
26,0002,0000,-002,-002,0002,
27,0002,-001,-002,-002,0002,
28,0002,-001,-002,-002,0002,
29,0002,-001,0000,0000,0000,
