time,delta0,delta1,delta2,delta3,delta4
0,0015,0018,0032,0031,0036,
1,0024,0020,0044,0047,0043,
2,0029,0023,0045,0059,0054,
3,0032,0026,0046,0064,0055,
4,0029,0026,0054,0077,0057,
5,0029,0026,0054,0087,0060,
6,0022,0017,0048,0087,0063,
7,0017,0014,0033,0067,0060,
8,0010,0014,0027,0036,0040,
9,0005,0003,0015,0011,0014,
10,0004,0002,0010,0011,0012,
11,0004,0002,0009,0011,0008,
12,-002,0002,0005,0005,0007,
13,-002,0002,0005,0003,0004,
14,-001,0002,0005,0003,0004,
15,-001,0001,0004,0002,0004,
16,-001,-003,0004,0002,0004,
17,-001,-003,0004,0002,0004,
18,-001,-003,0005,0000,0002,
19,-001,-002,0001,0000,0002,
20,-001,-002,0001,0000,0002,
21,-002,-002,0001,0002,0002,
22,-002,-002,0000,0002,0002,
23,-002,-002,0000,0002,0002,
24,-003,-002,0000,0000,0000,
25,-003,-002,0004,0000,0000,
26,-003,-002,0004,0000,0000,
27,-001,-002,0002,0002,0000,
28,-001,0000,0002,0002,0000,
29,-001,0000,0002,0002,0000,
