time,delta0,delta1,delta2,delta3,delta4
0,0023,0015,0030,0037,0034,
1,0024,0018,0034,0037,0040,
2,0038,0023,0043,0062,0054,
3,0038,0026,0049,0077,0070,
4,0037,0028,0051,0079,0071,
5,0029,0027,0051,0077,0071,
6,0029,0027,0051,0074,0067,
7,0014,0012,0033,0054,0048,
8,0013,0009,0024,0038,0040,
9,0006,0007,0014,0022,0028,
10,0005,0001,0007,0006,0011,
11,0003,0001,0004,0003,0009,
12,0003,0001,0003,0001,0009,
13,0000,0000,0003,0001,0007,
14,0000,0000,0003,0001,0007,
15,0000,0000,0003,0001,0007,
16,0002,0002,0000,0000,0005,
17,0001,-001,0000,0000,0005,
18,0001,-001,0000,0000,0005,
19,0001,-001,-003,0001,0007,
20,0003,0000,-003,0002,0007,
21,0003,0000,-003,0002,0007,
22,0003,0001,-004,0002,0006,
23,0001,0001,-004,0003,0006,
24,0001,0001,0000,0003,0006,
25,-001,0001,0004,-001,0005,
26,-001,0001,0004,-001,0005,
27,-001,0001,0004,-001,0005,
28,-001,0002,0002,-002,0002,
29,-001,0003,0002,-002,0002,
