time,delta0,delta1,delta2,delta3,delta4
0,0027,0030,0048,0065,0051,
1,0027,0030,0048,0065,0051,
2,0023,0021,0041,0065,0075,
3,0023,0021,0039,0060,0075,
4,0022,0021,0028,0033,0036,
5,0004,0006,0005,0004,0003,
6,0004,0006,0005,0003,0003,
7,0004,0006,0005,0003,0003,
8,0003,0007,0002,-001,0001,
9,0003,0007,0002,-001,0001,
10,0003,0007,0002,-001,0001,
11,0002,0008,-001,-002,0001,
12,0002,0008,-001,-002,0001,
13,0002,0008,-001,-002,0001,
14,0000,0002,0004,0006,0000,
15,0000,0002,0004,0006,0000,
16,0000,0002,0004,0006,0000,
17,-002,0005,-002,-001,0003,
18,-002,0005,-002,-001,0003,
19,-002,0005,-002,-001,0003,
20,0005,0004,-001,0000,0001,
21,0005,0004,-001,0000,0001,
22,0005,0004,-001,0000,0001,
23,0002,0004,0005,0001,0002,
24,0002,0004,0005,0001,0002,
25,0002,0004,0005,0001,0002,
26,0000,0002,-001,-002,0004,
27,0000,0002,-001,-002,0004,
28,0000,0002,-001,-002,0004,
29,0002,0006,-002,0000,-001,
