time,delta0,delta1,delta2,delta3,delta4
0,0021,0017,0025,0031,0034,
1,0025,0020,0037,0044,0042,
2,0032,0026,0044,0055,0055,
3,0034,0026,0045,0061,0055,
4,0044,0044,0058,0080,0072,
5,0044,0044,0064,0090,0073,
6,0032,0025,0064,0094,0073,
7,0028,0024,0055,0090,0073,
8,0028,0024,0038,0074,0064,
9,0007,0010,0015,0026,0033,
10,0007,0007,0015,0017,0020,
11,0004,0003,0009,0010,0013,
12,0000,0001,0004,0001,0007,
13,0000,0001,0002,0001,0007,
14,0000,0001,0002,0001,0007,
15,0002,-001,0000,0003,0006,
16,0002,-001,0000,0002,0006,
17,0002,-001,0000,0002,0006,
18,0000,0000,-002,-003,0004,
19,0000,0000,-001,-002,0004,
20,0000,0000,-001,-002,0004,
21,-001,-002,-001,0001,0003,
22,-001,-002,-001,-001,0003,
23,-001,-002,-001,-001,0003,
24,0003,-002,0002,-001,0005,
25,0003,-002,0002,0001,0006,
26,0003,-002,0002,0001,0006,
27,0000,0002,0003,0001,0001,
28,0000,0001,0002,0001,0001,
29,0000,0001,0002,0001,0001,
