time,delta0,delta1,delta2,delta3,delta4
0,0022,0017,0028,0031,0034,
1,0022,0019,0029,0036,0039,
2,0022,0021,0036,0056,0051,
3,0027,0021,0040,0059,0052,
4,0027,0022,0041,0064,0055,
5,0033,0026,0047,0077,0070,
6,0033,0026,0048,0079,0070,
7,0027,0024,0048,0080,0072,
8,0019,0021,0046,0080,0063,
9,0019,0018,0032,0071,0059,
10,0014,0016,0020,0039,0045,
11,0006,0012,0018,0029,0038,
12,0006,0003,0010,0016,0025,
13,0005,0002,0003,0015,0014,
14,0000,0002,0003,0007,0010,
15,0000,0002,0003,0003,0010,
16,0003,0003,0004,0003,0009,
17,0003,0003,0005,0002,0009,
18,0003,0003,0005,0002,0009,
19,-003,0001,-001,0002,0008,
20,-003,0000,-002,-001,0008,
21,-003,0000,-001,-001,0008,
22,0002,0000,0000,-001,0009,
23,0003,0002,0000,0000,0007,
24,0003,0002,0000,0000,0007,
25,0000,0001,0000,0000,0007,
26,0000,0001,0000,0003,0006,
27,0001,0001,0000,0003,0006,
28,0002,0001,0000,0003,0006,
29,0001,0002,-001,0000,0005,
