time,delta0,delta1,delta2,delta3,delta4
0,0022,0017,0033,0034,0038,
1,0029,0020,0047,0050,0049,
2,0039,0029,0060,0064,0065,
3,0041,0031,0060,0073,0068,
4,0053,0048,0077,0099,0092,
5,0072,0070,0085,0120,0114,
6,0072,0075,0091,0124,0117,
7,0072,0075,0105,0135,0122,
8,0072,0075,0123,0147,0122,
9,0072,0075,0138,0148,0126,
10,0052,0050,0138,0185,0126,
11,0050,0038,0109,0185,0133,
12,0034,0022,0063,0150,0133,
13,0020,0016,0040,0075,0097,
14,0018,0011,0029,0024,0034,
15,0018,0011,0018,0015,0013,
16,0018,0011,0016,0012,0011,
17,0018,0011,0014,0009,0011,
18,0001,-003,0013,0000,0001,
19,0000,-003,0010,0000,0001,
20,-002,-003,0009,-001,0001,
21,0000,-001,0006,-001,0001,
22,0001,-002,0006,-001,0001,
23,0001,-002,0006,-001,0001,
24,0001,-002,0004,0000,-002,
25,0000,-001,0004,0000,-002,
26,0000,-001,0005,0000,-002,
27,-001,0003,0005,0002,0003,
28,-001,0003,0005,0001,0003,
29,-001,0003,0004,0001,0003,
