time,delta0,delta1,delta2,delta3,delta4
0,0024,0015,0032,0038,0041,
1,0028,0022,0044,0049,0052,
2,0035,0033,0054,0081,0072,
3,0044,0035,0061,0094,0088,
4,0044,0036,0065,0098,0092,
5,0043,0035,0065,0098,0092,
6,0038,0029,0057,0087,0078,
7,0025,0014,0037,0063,0059,
8,0010,0012,0022,0036,0042,
9,0008,0009,0017,0016,0026,
10,0005,0003,0014,0015,0019,
11,0004,0003,0011,0014,0017,
12,0004,0003,0011,0004,0012,
13,0004,0002,0008,0004,0012,
14,0004,0000,0005,0002,0012,
15,0004,0000,0004,0005,0012,
16,0004,0000,0004,0005,0012,
17,0002,0001,0006,0005,0013,
18,0001,0001,0006,0004,0013,
19,0000,0000,0004,0004,0010,
20,0000,0000,0003,0002,0010,
21,0001,0000,0002,0002,0010,
22,0001,0000,0002,0002,0010,
23,0001,0000,0005,0001,0010,
24,0003,0000,0005,0002,0010,
25,0003,0000,0005,0002,0011,
26,0003,0000,0005,0005,0011,
27,-001,0000,0004,0005,0011,
28,0001,0001,0004,0005,0012,
29,0001,0003,0004,0001,0011,
