time,delta0,delta1,delta2,delta3,delta4
0,0016,0015,0037,0042,0032,
1,0016,0015,0037,0042,0032,
2,0014,0014,0034,0050,0047,
3,0014,0014,0034,0050,0047,
4,0014,0014,0032,0038,0046,
5,0009,0005,0012,0017,0007,
6,0009,0005,0012,0009,0007,
7,0009,0005,0012,0009,0007,
8,0000,0001,0002,0001,0005,
9,0000,0001,0002,0001,0005,
10,0000,0001,0002,0001,0005,
11,0006,0003,0000,0001,0000,
12,0006,0003,0000,0001,0000,
13,0006,0003,0000,0001,0000,
14,0002,-001,0000,-001,0002,
15,0002,-001,0000,-001,0002,
16,0002,-001,0000,-001,0002,
17,0004,0002,-001,0001,0000,
18,0004,0002,-001,0001,0000,
19,0004,0002,-001,0001,0000,
20,0001,0000,0009,0003,-001,
21,0001,0000,0009,0003,-001,
22,0001,0000,0009,0003,-001,
23,-001,-001,-001,0000,0003,
24,-001,-001,-001,0000,0003,
25,-001,-001,-001,0000,0003,
26,-001,-002,0004,0004,-001,
27,-001,-002,0004,0004,-001,
28,-001,-002,0004,0004,-001,
29,0005,0001,0001,0001,-001,
