time,delta0,delta1,delta2,delta3,delta4
0,0020,0017,0025,0032,0027,
1,0020,0017,0025,0032,0027,
2,0019,0018,0032,0039,0035,
3,0019,0018,0032,0039,0035,
4,0019,0018,0032,0039,0035,
5,0009,0010,0013,0022,0017,
6,0009,0010,0010,0012,0017,
7,0009,0010,0010,0012,0017,
8,0000,0007,0002,0003,0002,
9,0000,0007,0002,0003,0002,
10,0000,0007,0002,0003,0002,
11,0001,0003,0001,0000,0004,
12,0001,0003,0001,0000,0004,
13,0001,0003,0001,0000,0004,
14,0003,0006,-003,-003,0000,
15,0003,0006,-003,-003,0000,
16,0003,0006,-003,-003,0000,
17,-001,0003,-002,-003,0001,
18,-001,0003,-002,-003,0001,
19,-001,0003,-002,-003,0001,
20,0000,0001,-002,-001,0002,
21,0000,0001,-002,-001,0002,
22,0000,0001,-002,-001,0002,
23,0003,0007,0000,0001,0000,
24,0003,0007,0000,0001,0000,
25,0003,0007,0000,0001,0000,
26,-001,0005,0003,0003,-002,
27,-001,0005,0003,0003,-002,
28,-001,0005,0003,0003,-002,
29,0002,0007,-004,-001,0000,
