time,delta0,delta1,delta2,delta3,delta4
0,0025,0020,0034,0040,0036,
1,0025,0020,0034,0040,0036,
2,0012,0013,0024,0032,0034,
3,0012,0013,0024,0032,0034,
4,0012,0013,0024,0032,0034,
5,0005,0005,0005,0006,0006,
6,0005,0005,0005,0006,0006,
7,0005,0005,0005,0006,0006,
8,0003,0004,0001,-001,0003,
9,0003,0004,0001,-001,0003,
10,0003,0004,0001,-001,0003,
11,0001,0001,0003,0000,0003,
12,0001,0001,0003,0000,0003,
13,0001,0001,0003,0000,0003,
14,0000,0003,0001,0002,0002,
15,0000,0003,0001,0002,0002,
16,0000,0003,0001,0002,0002,
17,0001,0002,-001,0000,0002,
18,0001,0002,-001,0000,0002,
19,0001,0002,-001,0000,0002,
20,0007,0004,0001,-002,0001,
21,0007,0004,0001,-002,0001,
22,0007,0004,0001,-002,0001,
23,0005,0007,0001,-003,0001,
24,0005,0007,0001,-003,0001,
25,0005,0007,0001,-003,0001,
26,0003,0000,-003,-001,0004,
27,0003,0000,-003,-001,0004,
28,0003,0000,-003,-001,0004,
29,0004,0002,0000,0003,-001,
