time,delta0,delta1,delta2,delta3,delta4
0,0026,0019,0037,0036,0042,
1,0026,0022,0043,0044,0048,
2,0042,0031,0058,0074,0064,
3,0052,0044,0068,0090,0077,
4,0052,0044,0068,0094,0080,
5,0050,0044,0070,0098,0083,
6,0043,0035,0070,0098,0083,
7,0027,0018,0060,0092,0065,
8,0022,0018,0043,0077,0062,
9,0019,0013,0029,0041,0047,
10,0006,0004,0017,0015,0016,
11,0005,0004,0010,0015,0011,
12,0004,0001,0008,0007,0007,
13,0004,0001,0003,0003,0003,
14,0003,0002,0003,0003,0001,
15,0003,0002,0003,0003,0001,
16,0001,0000,0001,0002,0001,
17,0001,-004,0000,0001,0000,
18,0001,-003,0000,0001,0000,
19,0000,-003,0000,0001,0000,
20,0000,0000,0000,0000,-001,
21,0000,0000,0000,0000,-001,
22,0001,-001,0001,0000,-001,
23,0001,-001,0003,0001,0001,
24,0001,0000,0003,0001,0001,
25,-001,-002,0004,-002,0000,
26,-001,-002,0005,-002,0000,
27,-002,-002,0005,-002,0000,
28,0003,-004,0001,-001,0000,
29,0002,-004,-001,-001,0000,
