time,delta0,delta1,delta2,delta3,delta4
0,0022,0019,0036,0041,0034,
1,0022,0019,0036,0041,0034,
2,0016,0017,0029,0046,0048,
3,0016,0017,0029,0046,0048,
4,0016,0017,0029,0033,0041,
5,0006,0004,0010,0009,0007,
6,0006,0004,0010,0009,0007,
7,0006,0004,0010,0009,0007,
8,0002,0007,-001,0001,0001,
9,0002,0007,-001,0001,0001,
10,0002,0007,-001,0001,0001,
11,-001,0000,0000,0004,0000,
12,-001,0000,0000,0004,0000,
13,0000,0000,0000,0004,0000,
14,0001,-002,0004,0001,-001,
15,0001,-002,0004,0001,-001,
16,0001,-002,0004,0001,-001,
17,0001,0000,-001,-004,0003,
18,0001,0000,-001,-004,0003,
19,0001,0000,-001,-004,0003,
20,0002,0001,-001,-002,0001,
21,0002,0001,-001,-002,0001,
22,0002,0001,-001,-002,0001,
23,0003,0008,-005,-004,0002,
24,0003,0008,-005,-004,0002,
25,0003,0008,-005,-004,0002,
26,0000,0003,0005,0002,-001,
27,0000,0003,0005,0002,-001,
28,0000,0003,0005,0002,-001,
29,0002,0003,-001,-001,0002,
