time,delta0,delta1,delta2,delta3,delta4
0,0018,0015,0026,0030,0032,
1,0026,0018,0030,0041,0044,
2,0026,0018,0040,0046,0044,
3,0021,0017,0040,0047,0044,
4,0020,0017,0037,0058,0052,
5,0019,0017,0030,0058,0052,
6,0009,0010,0022,0031,0040,
7,0009,0008,0017,0029,0035,
8,0008,0006,0013,0020,0028,
9,0003,0000,0004,0005,0008,
10,0003,0000,0003,0005,0008,
11,0003,0000,0003,0005,0008,
12,0001,0001,0003,0000,0006,
13,0001,0001,0000,0000,0006,
14,0001,0001,0000,0000,0006,
15,0001,0000,-001,0001,0006,
16,0001,0000,-001,0001,0006,
17,0001,0000,-001,0001,0006,
18,0001,-001,-002,-001,0006,
19,0001,-001,-002,-001,0006,
20,0001,-001,-002,-001,0006,
21,0001,-001,-001,0000,0005,
22,0000,-001,-001,-002,0005,
23,0000,-001,-001,-002,0005,
24,0000,-001,-002,-002,0003,
25,0001,-001,-002,0000,0003,
26,0001,-001,0000,0000,0003,
27,0001,-001,0000,-001,0004,
28,0002,-001,0001,-001,0004,
29,0002,-001,0001,-001,0004,
