time,delta0,delta1,delta2,delta3,delta4
0,0028,0026,0032,0041,0038,
1,0028,0026,0032,0041,0038,
2,0022,0020,0033,0063,0053,
3,0022,0020,0033,0063,0053,
4,0022,0020,0033,0047,0053,
5,0005,0008,0015,0027,0018,
6,0005,0008,0011,0013,0016,
7,0005,0008,0011,0013,0016,
8,0001,-001,0002,0002,0005,
9,0001,-001,0002,0002,0005,
10,0001,-001,0002,0002,0005,
11,0000,0001,0002,0002,0005,
12,0000,0001,0002,0002,0005,
13,0000,0001,0002,0002,0005,
14,0001,0002,0001,0001,0006,
15,0001,0002,0001,0001,0006,
16,0001,0002,0001,0001,0006,
17,0002,0003,-001,0002,-001,
18,0002,0003,-001,0002,-001,
19,0002,0003,-001,0002,-001,
20,-001,-001,0005,0004,0001,
21,-001,-001,0005,0004,0001,
22,-001,-001,0005,0004,0001,
23,-001,0003,0004,0003,0001,
24,-001,0003,0004,0003,0001,
25,-001,0003,0004,0003,0001,
26,0002,-001,0003,0004,0001,
27,0002,-001,0003,0004,0001,
28,0002,-001,0003,0004,0001,
29,0001,0002,-001,0000,0006,
