time,delta0,delta1,delta2,delta3,delta4
0,0027,0027,0043,0049,0046,
1,0027,0027,0043,0049,0046,
2,0026,0026,0057,0111,0070,
3,0026,0026,0057,0111,0070,
4,0026,0026,0056,0107,0070,
5,0026,0026,0033,0085,0064,
6,0026,0026,0033,0060,0064,
7,0026,0026,0033,0042,0049,
8,0007,0008,0011,0018,0014,
9,0007,0008,0011,0009,0008,
10,0007,0008,0011,0009,0008,
11,0000,0002,0005,0006,0002,
12,0000,0002,0005,0006,0002,
13,0000,0002,0005,0006,0002,
14,0002,0002,0004,0003,0001,
15,0002,0002,0004,0003,0001,
16,0002,0002,0004,0003,0001,
17,-002,0000,0003,-001,0003,
18,-002,0000,0003,-001,0003,
19,-002,0000,0003,-001,0003,
20,0000,0001,0001,0000,0002,
21,0000,0001,0001,0000,0002,
22,0000,0001,0001,0000,0002,
23,0002,0003,-002,-003,0000,
24,0002,0003,-002,-003,0000,
25,0002,0003,-001,-002,0000,
26,0003,0003,0002,0003,-002,
27,0003,0003,0002,0003,-002,
28,0003,0003,0002,0003,-002,
29,0001,-002,0005,0003,-001,
