time,delta0,delta1,delta2,delta3,delta4
0,0017,0022,0036,0050,0043,
1,0028,0027,0047,0063,0056,
2,0033,0027,0048,0068,0057,
3,0038,0033,0063,0084,0069,
4,0038,0033,0064,0090,0069,
5,0030,0023,0064,0090,0068,
6,0030,0021,0050,0086,0066,
7,0022,0019,0041,0074,0065,
8,0008,0007,0026,0036,0033,
9,0005,0005,0018,0024,0022,
10,0004,0003,0011,0014,0018,
11,0003,0000,0008,0004,0003,
12,0003,0000,0008,0004,0003,
13,0003,0000,0008,0003,0002,
14,0000,-004,0008,0003,0002,
15,0000,-004,0008,0003,0002,
16,0000,-003,0008,0003,0002,
17,-002,-003,0005,0003,0000,
18,-002,-003,0005,0003,0000,
19,-002,-003,0005,0003,0000,
20,-001,0000,0003,0001,0003,
21,-001,0000,0003,-001,0003,
22,-001,0000,0003,-001,0003,
23,0002,-004,-001,-001,0002,
24,0002,-004,-001,0000,0002,
25,0002,-004,0003,0000,0002,
26,0000,-002,0003,0000,0001,
27,0000,-002,0005,0000,0001,
28,0000,-002,0003,0000,0001,
29,-001,-001,0003,0000,-001,
