time,delta0,delta1,delta2,delta3,delta4
0,0012,0014,0023,0026,0026,
1,0015,0016,0030,0030,0029,
2,0022,0019,0032,0045,0038,
3,0022,0019,0032,0045,0038,
4,0017,0017,0036,0050,0040,
5,0017,0017,0039,0050,0041,
6,0017,0017,0039,0050,0041,
7,0013,0011,0029,0042,0033,
8,0012,0006,0025,0037,0030,
9,0012,0005,0017,0028,0029,
10,0002,0005,0003,0010,0008,
11,0002,0003,0003,0006,0008,
12,0002,0002,0003,0004,0008,
13,-003,0001,0001,0003,0000,
14,-003,-001,0001,0003,0000,
15,-003,-001,0001,0003,0000,
16,-001,-002,0002,-002,-001,
17,-001,-002,0001,-002,-001,
18,-001,-003,0001,-002,-001,
19,0000,0000,0001,-002,0003,
20,0000,-001,-001,-002,0002,
21,0000,-001,-001,-002,0002,
22,0001,-003,-001,-004,-002,
23,0001,-003,0001,-004,-002,
24,0001,-004,0001,-004,-002,
25,-003,-001,0004,-001,-001,
26,-003,-001,0006,-001,-001,
27,0000,-001,0006,-001,-001,
28,0001,-004,-001,-001,-006,
29,0003,-004,-001,-001,-006,
