time,delta0,delta1,delta2,delta3,delta4
0,0018,0014,0027,0033,0041,
1,0020,0014,0034,0039,0042,
2,0020,0019,0037,0048,0051,
3,0021,0019,0038,0052,0052,
4,0020,0019,0037,0055,0052,
5,0019,0016,0037,0055,0053,
6,0014,0015,0032,0049,0053,
7,0011,0010,0025,0034,0043,
8,0005,0009,0020,0033,0034,
9,0005,0006,0013,0014,0026,
10,0004,0005,0013,0013,0023,
11,0001,0002,0008,0011,0016,
12,0002,0002,0007,0011,0016,
13,0002,0002,0007,0011,0016,
14,0002,0002,0008,0006,0012,
15,0002,0002,0008,0003,0012,
16,0002,0002,0008,0003,0012,
17,0004,0001,0008,0005,0014,
18,0004,0001,0002,0005,0014,
19,0002,0001,0002,0005,0012,
20,0002,0002,0009,0006,0012,
21,0002,0002,0009,0006,0012,
22,0002,0000,0005,0006,0013,
23,0002,0000,0005,0007,0013,
24,0002,0000,0004,0007,0013,
25,0002,0002,0006,0007,0016,
26,0002,0002,0007,0007,0010,
27,0002,0003,0010,0007,0012,
28,-001,0002,0007,0007,0012,
29,0002,0001,0006,0007,0013,
