time,delta0,delta1,delta2,delta3,delta4
0,0021,0014,0031,0036,0031,
1,0025,0016,0031,0038,0041,
2,0027,0021,0035,0049,0044,
3,0027,0021,0036,0049,0044,
4,0021,0020,0037,0054,0046,
5,0017,0015,0037,0049,0043,
6,0017,0015,0029,0049,0043,
7,0006,0005,0014,0021,0018,
8,0006,0005,0014,0014,0013,
9,0006,0004,0004,0008,0010,
10,0005,0001,0004,0002,0002,
11,0002,-001,0003,0002,0001,
12,0002,-001,0003,0002,0001,
13,0002,-001,0002,0001,0001,
14,0004,0000,0000,0001,0002,
15,0004,0001,0000,0001,0002,
16,-001,0000,0000,0002,0001,
17,-001,0001,0000,0002,0001,
18,-001,-001,0000,0002,0001,
19,-002,0001,0000,0001,0001,
20,-002,0001,0006,0001,0001,
21,-002,0001,0006,0001,0001,
22,0002,0003,-004,-002,0000,
23,0002,0002,-004,-002,0000,
24,0002,0002,-005,-002,0000,
25,0002,0000,0001,0000,0000,
26,0002,0000,0001,0000,0000,
27,0002,0000,0001,0000,0000,
28,-001,0001,0002,-002,-001,
29,-001,0002,0005,-002,-001,
