time,delta0,delta1,delta2,delta3,delta4
0,0021,0015,0033,0037,0037,
1,0021,0015,0033,0037,0037,
2,0022,0022,0041,0055,0040,
3,0022,0022,0041,0055,0040,
4,0022,0022,0041,0051,0040,
5,0010,0010,0019,0031,0017,
6,0010,0010,0012,0016,0017,
7,0010,0010,0012,0016,0017,
8,0005,0005,0002,0002,0001,
9,0005,0005,0002,0002,0001,
10,0005,0005,0002,0002,0001,
11,0002,-002,0005,0005,0001,
12,0002,-002,0005,0005,0001,
13,0002,-002,0005,0005,0001,
14,0003,0007,0002,0001,0000,
15,0003,0007,0002,0001,0000,
16,0003,0007,0002,0001,0000,
17,0000,0000,0001,-001,0003,
18,0000,0000,0001,-001,0003,
19,0000,0000,0001,-001,0003,
20,0008,0001,-001,0000,0002,
21,0008,0001,-001,0000,0002,
22,0008,0001,-001,0000,0002,
23,0002,0000,0001,-002,0001,
24,0002,0000,0001,-002,0001,
25,0002,0000,0001,-002,0001,
26,0002,0000,0006,0005,-002,
27,0002,0000,0006,0005,-002,
28,0002,0000,0006,0005,-002,
29,0003,0002,0005,0004,0002,
