time,delta0,delta1,delta2,delta3,delta4
0,0010,0012,0023,0023,0030,
1,0023,0012,0027,0037,0043,
2,0023,0020,0040,0058,0057,
3,0035,0028,0050,0077,0070,
4,0039,0036,0062,0089,0082,
5,0039,0036,0068,0108,0102,
6,0041,0030,0068,0110,0102,
7,0041,0030,0063,0111,0099,
8,0041,0030,0055,0110,0098,
9,0041,0030,0050,0093,0092,
10,0020,0013,0038,0065,0071,
11,0014,0013,0027,0037,0046,
12,0014,0013,0022,0025,0029,
13,0014,0013,0021,0015,0021,
14,0014,0013,0016,0013,0019,
15,0003,0002,0011,0007,0013,
16,0003,0000,0010,0007,0010,
17,0003,0001,0010,0003,0010,
18,0003,0000,0006,0003,0010,
19,0003,0000,0003,0003,0010,
20,0002,0000,0003,0003,0010,
21,0000,0000,0003,0003,0010,
22,0002,0000,0005,0002,0013,
23,0003,0002,0010,0000,0011,
24,0003,0002,0010,0000,0011,
25,0001,0000,0003,0000,0011,
26,0000,0000,0003,0002,0010,
27,-001,0000,0003,0002,0010,
28,-001,0001,0004,0002,0010,
29,-001,0001,0004,0002,0010,
