time,delta0,delta1,delta2,delta3,delta4
0,0018,0019,0036,0043,0036,
1,0018,0019,0036,0043,0036,
2,0023,0022,0047,0062,0047,
3,0023,0022,0047,0062,0047,
4,0023,0022,0046,0054,0047,
5,0005,0013,0021,0033,0018,
6,0005,0013,0013,0015,0018,
7,0005,0013,0013,0015,0018,
8,0002,0005,0006,0005,0000,
9,0002,0005,0006,0005,0000,
10,0002,0005,0006,0005,0000,
11,0000,-001,0004,-001,0003,
12,0000,0000,0004,0000,0003,
13,0000,0000,0004,0000,0003,
14,0000,0003,0003,0006,0001,
15,0000,0003,0003,0006,0001,
16,0000,0003,0003,0006,0001,
17,-002,0004,0005,0003,0001,
18,-002,0004,0005,0003,0001,
19,-002,0004,0005,0003,0001,
20,-002,0000,0000,-001,0001,
21,-002,0000,0000,-001,0001,
22,-002,0000,0000,-001,0001,
23,0002,0002,-002,-001,0002,
24,0002,0002,-002,-001,0002,
25,0002,0002,-002,-001,0002,
26,-001,0006,-003,-001,0001,
27,-001,0006,-003,-001,0001,
28,-001,0006,-003,-001,0001,
29,0002,0005,0002,-002,0001,
