time,delta0,delta1,delta2,delta3,delta4
0,0025,0023,0038,0046,0044,
1,0025,0023,0038,0046,0044,
2,0041,0028,0061,0092,0072,
3,0041,0028,0061,0092,0072,
4,0040,0028,0046,0065,0072,
5,0007,0012,0027,0056,0037,
6,0007,0011,0020,0021,0022,
7,0007,0011,0020,0021,0022,
8,0005,0009,0003,0004,0004,
9,0005,0009,0003,0004,0004,
10,0005,0009,0003,0004,0004,
11,0005,0006,0002,-002,0001,
12,0005,0006,0002,-002,0001,
13,0005,0006,0002,-002,0001,
14,0004,0008,-001,0000,0001,
15,0004,0008,-001,0000,0001,
16,0004,0008,-001,0000,0001,
17,0006,0005,-004,-002,0000,
18,0006,0005,-004,-002,0000,
19,0006,0005,-004,-002,0000,
20,0002,0002,-001,0000,0004,
21,0002,0002,-001,0000,0004,
22,0002,0002,-001,0000,0004,
23,0004,0007,0002,-001,0002,
24,0004,0007,0002,-001,0002,
25,0004,0007,0002,-001,0002,
26,0003,0004,-001,-002,0000,
27,0003,0004,-001,-002,0000,
28,0003,0004,-001,-002,0000,
29,0003,0005,0003,0000,0000,
