time,delta0,delta1,delta2,delta3,delta4
0,0026,0021,0031,0037,0035,
1,0026,0021,0031,0037,0035,
2,0025,0018,0042,0058,0052,
3,0025,0018,0042,0058,0052,
4,0025,0018,0042,0058,0052,
5,0012,0012,0023,0041,0035,
6,0012,0012,0023,0032,0035,
7,0012,0012,0023,0032,0035,
8,0002,0005,0012,0009,0004,
9,0002,0005,0012,0009,0004,
10,0002,0005,0012,0009,0004,
11,0001,0003,0003,0005,0003,
12,0001,0003,0003,0005,0003,
13,0001,0003,0003,0005,0003,
14,0000,0004,0003,0005,0004,
15,0000,0004,0003,0005,0004,
16,0000,0004,0003,0005,0004,
17,0000,0008,-002,-001,0001,
18,0000,0008,-002,-001,0001,
19,0000,0008,-001,0000,0001,
20,0002,0001,-003,0001,0006,
21,0002,0001,-003,0001,0006,
22,0002,0001,-003,0001,0006,
23,0003,0005,-002,0002,0001,
24,0003,0005,-002,0002,0001,
25,0003,0005,-002,0002,0001,
26,-001,0002,0006,0006,0003,
27,-001,0002,0006,0006,0003,
28,-001,0002,0006,0006,0003,
29,0000,-001,0002,0001,0005,
